,index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,avg_salary
158,168,Data Scientist,$129K-$210K ,3.7,Via Transportation,"New York, NY","New York, NY",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,169500.0
159,169,Data Scientist,$129K-$210K ,NA,Biotenico Research and Development Company,"New York, NY",-1,-1,NA,-1,Not Specified,Not Specified,169500.0
160,170,"Principal Associate, Data Scientist - Small Business Card, Entity Resolution",$129K-$210K ,3.9,Capital One,"New York, NY","Mc Lean, VA",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,169500.0
161,171,Principal Data Scientist,$129K-$210K ,4.2,Gallup,"New York, NY","Washington, DC",1001 to 5000 employees,1935,Company - Private,Consulting,Business Services,169500.0
162,172,Data Scientist,$129K-$210K ,1.9,Building Service 32BJ Benefit Funds,"New York, NY","New York, NY",201 to 500 employees,NA,Nonprofit Organization,Health Care Services & Hospitals,Health Care,169500.0
163,173,"Lead Data Scientist, R&D Team",$129K-$210K ,3.5,Marsh,"New York, NY","New York, NY",10000+ employees,1871,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,169500.0
164,176,Data Analyst,$156K-$254K ,3.8,Undertone,"New York, NY","New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services,205000.0
165,177,Business Intelligence Analyst,$156K-$254K ,4.4,Simple Health,"New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Internet,Information Technology,205000.0
166,178,Product Data Analyst,$156K-$254K ,5.0,Galileo,"New York, NY","New York, NY",1 to 50 employees,NA,Company - Private,Health Care Services & Hospitals,Health Care,205000.0
167,179,Data Analyst,$156K-$254K ,3.4,City of New York,"New York, NY","New York, NY",10000+ employees,1625,Government,Municipal Governments,Government,205000.0
168,180,Data Scientist,$156K-$254K ,3.1,Catholic Health Services of Long Island,"Rockville Centre, NY","Rockville Centre, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,205000.0
169,181,"Lead Data Scientist, R&D Team",$156K-$254K ,3.4,"Marsh & McLennan Companies, Inc.","New York, NY","New York, NY",10000+ employees,1871,Company - Public,Insurance Agencies & Brokerages,Insurance,205000.0
170,182,Data Analyst,$156K-$254K ,3.5,Pozent,"New York, NY","Piscataway, NJ",1 to 50 employees,NA,Contract,Not Specified,Not Specified,205000.0
171,183,Senior Data Scientist,$156K-$254K ,NA,Entera,"New York, NY","New York, NY",Unknown,NA,Company - Private,Real Estate,Real Estate,205000.0
172,184,Sr. Data Scientist,$156K-$254K ,4.0,Mediaocean,"New York, NY","New York, NY",501 to 1000 employees,1967,Company - Private,Enterprise Software & Network Solutions,Information Technology,205000.0
173,185,Senior Data Scientist,$156K-$254K ,3.4,The Trade Desk,"New York, NY","Ventura, CA",1001 to 5000 employees,2009,Company - Public,Internet,Information Technology,205000.0
174,186,Data Science Intern,$156K-$254K ,NA,The Buttonwood Tree,"New York, NY",-1,-1,NA,-1,Not Specified,Not Specified,205000.0
175,187,Senior Data Scientist,$156K-$254K ,3.6,NYC Health + Hospitals,"New York, NY","New York, NY",5001 to 10000 employees,NA,Company - Public,Health Care Services & Hospitals,Health Care,205000.0
176,188,NLP Machine Learning Engineer,$156K-$254K ,3.0,Samsung NEXT,"New York, NY","Mountain View, CA",201 to 500 employees,2012,Company - Public,Computer Hardware & Software,Information Technology,205000.0
177,189,Senior Data Scientist,$156K-$254K ,5.0,Landis,"New York, NY","New York, NY",1 to 50 employees,2017,Company - Private,Not Specified,Not Specified,205000.0
178,190,Senior Data Scientist,$156K-$254K ,4.1,NewtonX,"New York, NY","New York, NY",1 to 50 employees,2017,Company - Private,Internet,Information Technology,205000.0
179,191,"Data Analyst, Bitcoin Trading Firm",$156K-$254K ,NA,Fintech Recruiters,"New York, NY","Dublin, Ireland",Unknown,NA,Company - Private,Not Specified,Not Specified,205000.0
180,192,"VP, Data Scientist",$156K-$254K ,4.5,Spot.IM,"New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Internet,Information Technology,205000.0
181,193,Senior Data Engineer,$156K-$254K ,4.2,Tapad,"New York, NY","New York, NY",51 to 200 employees,2010,Company - Private,Internet,Information Technology,205000.0
182,194,Data Scientist,$156K-$254K ,NA,Amber People,"New York, NY",-1,-1,NA,-1,Not Specified,Not Specified,205000.0
183,195,Senior Data Scientist,$156K-$254K ,5.0,Thrasio,"New York, NY","Walpole, MA",51 to 200 employees,2018,Company - Private,Other Retail Stores,Retail,205000.0
184,196,Deployed Data Scientist,$156K-$254K ,NA,ConcertAI,"New York, NY",-1,-1,NA,-1,Not Specified,Not Specified,205000.0
185,197,Data Scientist,$156K-$254K ,NA,CompuForce,"New York, NY","New York, NY",Unknown,NA,Company - Private,Not Specified,Not Specified,205000.0
186,198,"Senior / Data Scientist, Advertising Business",$156K-$254K ,3.8,Spotify,"New York, NY","Stockholm, Sweden",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,205000.0
187,199,Data Scientist,$156K-$254K ,NA,Wisestep,"Queens Village, NY",-1,-1,NA,-1,Not Specified,Not Specified,205000.0
188,200,"Data Scientist, Voter Data",$156K-$254K ,NA,Hawkfish,"New York, NY",-1,-1,NA,-1,Not Specified,Not Specified,205000.0
189,201,Data Science Analyst/Engineer,$156K-$254K ,4.1,NYU Langone Health,"New York, NY","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,205000.0
190,202,Data Scientist - Disney Streaming Services,$156K-$254K ,3.6,Disney Streaming Services,"New York, NY","New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology,205000.0
191,203,Data Scientist,$156K-$254K ,NA,HireAi,"New York, NY",-1,-1,NA,-1,Not Specified,Not Specified,205000.0
192,204,Data Analyst,$156K-$254K ,3.1,Vettery,"New York, NY","New York, NY",201 to 500 employees,2013,Company - Private,Internet,Information Technology,205000.0
193,205,Data Scientist,$156K-$254K ,1.0,"TEKREQS, Inc.","New York, NY","Fair Lawn, NJ",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,205000.0
194,208,"Manager, Data Scientist Recommendations",$119K-$147K ,3.4,Tapestry,"New York, NY","New York, NY",10000+ employees,2017,Company - Public,Other Retail Stores,Retail,133000.0
195,209,Lead Data Scientist,$119K-$147K ,3.6,eBay,"New York, NY","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,133000.0
196,210,Senior Data Scientist,$119K-$147K ,4.6,Bowery Farming,"New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Food Production,Agriculture & Forestry,133000.0
197,211,Principal Data Scientist,$119K-$147K ,4.0,Slice (NY),"New York, NY","New York, NY",51 to 200 employees,2010,Company - Private,Internet,Information Technology,133000.0
198,212,Scientist Data Analytics,$119K-$147K ,4.7,TEEMA,"New York, NY","Litchfield Park, AZ",201 to 500 employees,2008,Company - Private,Staffing & Outsourcing,Business Services,133000.0
199,213,Data Engineer,$119K-$147K ,4.4,Mark43,"New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,133000.0
200,214,Hiring Data Scientist/AI/ML,$119K-$147K ,4.0,Comtech Global Inc,"New York, NY","Columbus, OH",51 to 200 employees,NA,Company - Private,"Health, Beauty, & Fitness",Consumer Services,133000.0
201,215,Data Analyst,$119K-$147K ,3.6,MediaMath,"New York, NY","New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,133000.0
202,216,Lead Data Scientist,$119K-$147K ,4.1,Rockstar Games,"New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,133000.0
203,217,Machine Learning Engineer,$119K-$147K ,3.9,Temboo,"New York, NY","New York, NY",1 to 50 employees,NA,Company - Private,IT Services,Information Technology,133000.0
204,218,Data Scientist,$119K-$147K ,1.6,"Management Decisions, Inc.","New York, NY","Milwaukee, WI",1 to 50 employees,NA,Company - Public,Advertising & Marketing,Business Services,133000.0
205,219,Sr. Data Scientist II,$119K-$147K ,3.5,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,133000.0
206,220,Senior Data Scientist - R&D Oncology,$119K-$147K ,4.0,AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,133000.0
207,221,Data Science and Analytics,$119K-$147K ,4.0,Two95 International Inc.,"New York, NY","Cherry Hill, NJ",1 to 50 employees,NA,Company - Private,Staffing & Outsourcing,Business Services,133000.0
208,222,Data Analyst,$119K-$147K ,3.5,FINRA,"New York, NY","Washington, DC",1001 to 5000 employees,2007,Nonprofit Organization,Brokerage Services,Finance,133000.0
209,223,Data Scientist,$119K-$147K ,5.0,Prolancer,"New York, NY","Kings Langley, United Kingdom",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,133000.0
210,224,Data Scientist Product Manager,$119K-$147K ,5.0,Thrasio,"New York, NY","Walpole, MA",51 to 200 employees,2018,Company - Private,Other Retail Stores,Retail,133000.0
211,225,"Senior Data Scientist, Real World Evidence",$119K-$147K ,4.0,Flatiron Health,"New York, NY","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,133000.0
212,226,Data Scientist/Python Developer,$119K-$147K ,3.5,"EDP World, Inc.","New York, NY","New York, NY",1 to 50 employees,1968,Company - Private,Staffing & Outsourcing,Business Services,133000.0
213,227,"Software Engineer - Data Engineering, Finance Products",$119K-$147K ,3.4,Squarespace,"New York, NY","New York, NY",1001 to 5000 employees,2003,Company - Private,Internet,Information Technology,133000.0
214,228,Senior Data Scientist,$119K-$147K ,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,133000.0
215,229,Intern- Martech & Data Consulting,$119K-$147K ,3.2,Havas Worldwide,"New York, NY","New York, NY",10000+ employees,1999,Subsidiary or Business Segment,Advertising & Marketing,Business Services,133000.0
216,230,Data Engineer,$119K-$147K ,4.7,B12,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,133000.0
217,231,Data Scientist,$119K-$147K ,NA,Simatree,"Middletown, NJ","New York, NY",1 to 50 employees,NA,Company - Public,Commercial Equipment Rental,Business Services,133000.0
218,232,Senior Data Scientist,$119K-$147K ,5.0,Averity,"New York, NY","New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,133000.0
219,233,"Senior Scientist, Computational Biology",$119K-$147K ,3.9,Icahn School of Medicine at Mount Sinai,"New York, NY","New York, NY",1001 to 5000 employees,NA,Nonprofit Organization,Not Specified,Not Specified,133000.0
220,234,Senior Data Scientist,$119K-$147K ,4.2,CyberCoders,"New York, NY","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,133000.0
221,235,Data Engineer,$119K-$147K ,3.7,GNY Insurance Companies,"New York, NY","New York, NY",201 to 500 employees,1914,Company - Private,Insurance Carriers,Insurance,133000.0
222,236,Sr Data Scientist,$119K-$147K ,3.1,Healthfirst (New York),"New York, NY","New York, NY",1001 to 5000 employees,1993,Nonprofit Organization,Insurance Carriers,Insurance,133000.0
223,237,Data Scientist,$119K-$147K ,3.8,Visiting Nurse Service of New York,"New York, NY","New York, NY",10000+ employees,1893,Nonprofit Organization,Health Care Services & Hospitals,Health Care,133000.0
224,242,Data Visualization Engineer,$116K-$152K ,3.9,Point72,"New York, NY","Stamford, CT",1001 to 5000 employees,2014,Company - Private,Investment Banking & Asset Management,Finance,134000.0
225,243,Quantitative Researcher - Alpha Capture,$116K-$152K ,NA,Kepler Fi,"New York, NY","New York, NY",Unknown,NA,Company - Public,Not Specified,Not Specified,134000.0
226,245,Research Scientist,$116K-$152K ,4.1,NYU Langone Health,"New York, NY","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,134000.0
227,246,Principal Data Scientist,$116K-$152K ,3.8,Slice,"New York, NY","Bengaluru, India",201 to 500 employees,2016,Company - Private,Lending,Finance,134000.0
228,249,Machine Learning Engineer,$116K-$152K ,3.8,Peloton Interactive,"New York, NY","New York, NY",1001 to 5000 employees,2012,Company - Public,"Health, Beauty, & Fitness",Consumer Services,134000.0
229,250,"Senior Data Scientist, Treasury Product Manager",$116K-$152K ,3.7,Bank of America,"New York, NY","Charlotte, NC",10000+ employees,1904,Company - Public,Banks & Credit Unions,Finance,134000.0
230,252,Data Scientist - Market and Sales Analytics,$116K-$152K ,4.4,Riskified,"New York, NY","New York, NY",501 to 1000 employees,2013,Company - Private,Research & Development,Business Services,134000.0
231,253,Sr. Data Scientist,$116K-$152K ,3.9,Amazon,"New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,134000.0
232,255,Data Scientist (Fintech),$116K-$152K ,5.0,ingenium.agency,"Brooklyn, NY","New York, NY",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,134000.0
233,257,Data Scientist I Seller Development,$116K-$152K ,3.9,Amazon,"New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,134000.0
234,258,"Applied Scientist, Machine Learning (BK or SF)",$116K-$152K ,3.6,Etsy,"Brooklyn, NY","Brooklyn, NY",501 to 1000 employees,2005,Company - Public,Other Retail Stores,Retail,134000.0
235,262,Quantitative Researcher,$116K-$152K ,4.2,NJF Global Holdings,"New York, NY","London, United Kingdom",51 to 200 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,134000.0
236,263,AI Engineering: Data Scientist/Machine Learning Engineer,$116K-$152K ,3.9,"JPMorgan Chase Bank, N.A.","Jersey City, NJ","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,134000.0
237,264,Quantum Data Scientist (Industrial-Process sector),$116K-$152K ,3.7,IBM,"New York, NY","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,134000.0
238,265,Principal Data Scientist,$116K-$152K ,4.3,Caserta,"New York, NY","New York, NY",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,134000.0
239,266,Small Business Lending Data Scientist,$116K-$152K ,3.5,Credibly,"New York, NY","Southfield, MI",51 to 200 employees,2010,Company - Private,Lending,Finance,134000.0
240,267,"Data Scientist, Primary Research (Disney Streaming Services)",$116K-$152K ,4.0,Walt Disney Co.,"New York, NY","Burbank, CA",10000+ employees,1923,Company - Public,Motion Picture Production & Distribution,Media,134000.0
241,269,"Machine Learning Engineer, Computer Vision",$116K-$152K ,3.0,Samsung NEXT,"New York, NY","Mountain View, CA",201 to 500 employees,2012,Company - Public,Computer Hardware & Software,Information Technology,134000.0
242,271,Sr Data Scientist,$133K-$171K ,3.1,Healthfirst,"New York, NY","New York, NY",1001 to 5000 employees,1993,Nonprofit Organization,Insurance Carriers,Insurance,152000.0
243,272,"Senior Data Analyst, Disney+",$133K-$171K ,4.0,The Walt Disney Company,"New York, NY","Burbank, CA",10000+ employees,1923,Company - Public,Motion Picture Production & Distribution,Media,152000.0
244,273,Quantitative Researcher,$133K-$171K ,5.0,LaBine & Associates,"New York, NY","San Mateo, CA",1 to 50 employees,2013,Company - Private,Staffing & Outsourcing,Business Services,152000.0
245,277,Data Analyst,$133K-$171K ,3.5,Andiamo,"New York, NY","Warren, MI",201 to 500 employees,NA,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",152000.0
246,280,Marketing Data Analyst,$133K-$171K ,3.6,Current,"New York, NY","Colorado Springs, CO",201 to 500 employees,NA,Company - Public,Not Specified,Not Specified,152000.0
247,282,"Senior Data Scientist, Product Analytics",$133K-$171K ,4.4,Slice,"New York, NY","San Mateo, CA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,152000.0
248,283,Data Science & Analytics Manager,$133K-$171K ,NA,Kinship,"New York, NY","Chicago, IL",1 to 50 employees,NA,Company - Private,Advertising & Marketing,Business Services,152000.0
